stationid,highwayid,milepost,locationtext,length,upstream,downstream,numberlanes,length_mid,downstream_mile,upstream_mile,agencyid,opposite_stationid,segment_geom,station_geom,start_date,end_date,lon,lat,detectortype,detectorlocation,agency,region,active_dates,id,station_location_id
1031,2,304.85,Rosa Parks (2R014) to SB I-5,0.660,1030,1032,3,0.660,304.465,305.125,182,,0102000020110F000006000000CA395D4C3A0C6AC1E9B28123CFC8554107EC95993A0C6AC123AE5F5E14C95541DEA866543A0C6AC1EB445BB16FC95541349BFDFF390C6AC193EF7022A1C9554153E31BFC3A0C6AC183E375A839CA55414BA910F33A0C6AC1843B264B41CA5541,0101000020110F0000BB3EDC443B0C6AC1A7C9041C55C95541,2012-03-01 00:00:00-08,2014-10-23 23:59:40-07,-122.6787695,45.5667379,,,ODOT,,"[2012-03-01,2014-10-23)",629675,77
1094,12,68.2,Cedar Hills (2R352) to WB US 26,1.155,3160,1095,3,1.155,67.600,68.755,201,,0102000020110F00000B000000C1ED7E1C11126AC17F68713DB7C055411D8E6AD321126AC1C98EA7EEC8C055417C54E9DB45126AC1AC6B8AD8EDC05541FBA29D0C75126AC128EDC4A822C15541B116AE7E7C126AC1FB79E38D2AC15541881EB43F7E126AC1526EF5692CC15541643623AE88126AC11236FD2D37C1554120A61704DF126AC1E761FB0C94C1554153BC3EC6F1126AC1CF038975A8C155410A03A4B90D136AC152B1E7DDC6C15541F37D18C137136AC18EBCD2E2F3C15541,0101000020110F0000A02CFB3601136AC10C876634B7C15541,2015-06-02 15:09:00-07,,-122.8033799,45.5176654,,,ODOT,,"[2015-06-02,)",641953,249
1094,12,68.2,Cedar Hills (2R352) to WB US 26,1.155,3160,1095,3,1.155,67.600,68.755,201,,0102000020110F00000B000000C1ED7E1C11126AC17F68713DB7C055411D8E6AD321126AC1C98EA7EEC8C055417C54E9DB45126AC1AC6B8AD8EDC05541FBA29D0C75126AC128EDC4A822C15541B116AE7E7C126AC1FB79E38D2AC15541881EB43F7E126AC1526EF5692CC15541643623AE88126AC11236FD2D37C1554120A61704DF126AC1E761FB0C94C1554153BC3EC6F1126AC1CF038975A8C155410A03A4B90D136AC152B1E7DDC6C15541F37D18C137136AC18EBCD2E2F3C15541,0101000020110F0000A02CFB3601136AC10C876634B7C15541,2014-09-17 07:01:20-07,2014-10-23 23:59:40-07,-122.8033799,45.5176654,,,ODOT,,"[2014-09-17,2014-10-23)",635623,249
1094,12,68.2,Cedar Hills (2R352) to WB US 26,1.155,5146,1095,3,1.155,67.600,68.755,201,,0102000020110F00000B000000C1ED7E1C11126AC17F68713DB7C055411D8E6AD321126AC1C98EA7EEC8C055417C54E9DB45126AC1AC6B8AD8EDC05541FBA29D0C75126AC128EDC4A822C15541B116AE7E7C126AC1FB79E38D2AC15541881EB43F7E126AC1526EF5692CC15541643623AE88126AC11236FD2D37C1554120A61704DF126AC1E761FB0C94C1554153BC3EC6F1126AC1CF038975A8C155410A03A4B90D136AC152B1E7DDC6C15541F37D18C137136AC18EBCD2E2F3C15541,0101000020110F0000A02CFB3601136AC10C876634B7C15541,2012-03-01 00:00:00-08,2014-09-17 07:01:20-07,-122.8033799,45.5176654,,,ODOT,,"[2012-03-01,2014-09-17)",629724,249
1141,4,23.41,Columbia (2R025) to SB I-205,1.770,1050,1143,4,1.770,22.265,24.035,469,,0102000020110F0000130000004260E5F6B6056AC1806ABC40F7C85541643BDF29C6056AC190976E72D6C855419ECDAAE3E5056AC1683BDF2396C855415305A34AEC056AC1F87E6AA089C85541E63FA43FFB056AC1F00DBE946BC855419B559F0FFF056AC158423EEC63C8554116FBCB6806066AC1682BF69353C85541226C78900E066AC1489D802242C85541EE5A42F413066AC16819E23834C85541F1F44A1118066AC17858A88528C855417CF2B06C1C066AC1483789051BC85541C876BE7120066AC130D49A7E0DC85541AE47E13C27066AC148477251F2C75541789CA2F328066AC1E873B53DE7C75541D49AE66D2A066AC188416041DDC75541423EE8932C066AC1C8A145F2C9C75541EC51B87A2D066AC1A0ABAD64C0C75541840D4FED2D066AC1B8D1009AB6C75541BC9690FB2D066AC1E0361A38B4C75541,0101000020110F0000DF8D9AC415066AC17FA4F10F30C85541,2012-03-01 00:00:00-08,2014-10-23 13:02:40-07,-122.5656895,45.55936563,,,ODOT,,"[2012-03-01,2014-10-23)",629519,128
1141,4,23.41,Columbia (2R025) to SB I-205,0.695,1050,3107,4,0.695,23.340,24.035,469,,0102000020110F0000130000004260E5F6B6056AC1806ABC40F7C85541643BDF29C6056AC190976E72D6C855419ECDAAE3E5056AC1683BDF2396C855415305A34AEC056AC1F87E6AA089C85541E63FA43FFB056AC1F00DBE946BC855419B559F0FFF056AC158423EEC63C8554116FBCB6806066AC1682BF69353C85541226C78900E066AC1489D802242C85541EE5A42F413066AC16819E23834C85541F1F44A1118066AC17858A88528C855417CF2B06C1C066AC1483789051BC85541C876BE7120066AC130D49A7E0DC85541AE47E13C27066AC148477251F2C75541789CA2F328066AC1E873B53DE7C75541D49AE66D2A066AC188416041DDC75541423EE8932C066AC1C8A145F2C9C75541EC51B87A2D066AC1A0ABAD64C0C75541840D4FED2D066AC1B8D1009AB6C75541BC9690FB2D066AC1E0361A38B4C75541,0101000020110F0000DF8D9AC415066AC17FA4F10F30C85541,2014-10-23 13:02:40-07,2014-10-24 13:02:40-07,-122.5656895,45.55936563,,,ODOT,,"[2014-10-23,2014-10-24)",638567,128
1141,4,23.41,Columbia (2R025) to SB I-205,0.695,1050,3107,4,0.695,23.340,24.035,469,,0102000020110F0000130000004260E5F6B6056AC1806ABC40F7C85541643BDF29C6056AC190976E72D6C855419ECDAAE3E5056AC1683BDF2396C855415305A34AEC056AC1F87E6AA089C85541E63FA43FFB056AC1F00DBE946BC855419B559F0FFF056AC158423EEC63C8554116FBCB6806066AC1682BF69353C85541226C78900E066AC1489D802242C85541EE5A42F413066AC16819E23834C85541F1F44A1118066AC17858A88528C855417CF2B06C1C066AC1483789051BC85541C876BE7120066AC130D49A7E0DC85541AE47E13C27066AC148477251F2C75541789CA2F328066AC1E873B53DE7C75541D49AE66D2A066AC188416041DDC75541423EE8932C066AC1C8A145F2C9C75541EC51B87A2D066AC1A0ABAD64C0C75541840D4FED2D066AC1B8D1009AB6C75541BC9690FB2D066AC1E0361A38B4C75541,0101000020110F0000DF8D9AC415066AC17FA4F10F30C85541,2014-12-04 15:15:00-08,,-122.5656895,45.55936563,,,ODOT,,"[2014-12-04,)",640347,128
1141,4,23.41,Columbia (2R025) to SB I-205,1.490,1050,3105,4,1.490,22.545,24.035,469,,0102000020110F0000130000004260E5F6B6056AC1806ABC40F7C85541643BDF29C6056AC190976E72D6C855419ECDAAE3E5056AC1683BDF2396C855415305A34AEC056AC1F87E6AA089C85541E63FA43FFB056AC1F00DBE946BC855419B559F0FFF056AC158423EEC63C8554116FBCB6806066AC1682BF69353C85541226C78900E066AC1489D802242C85541EE5A42F413066AC16819E23834C85541F1F44A1118066AC17858A88528C855417CF2B06C1C066AC1483789051BC85541C876BE7120066AC130D49A7E0DC85541AE47E13C27066AC148477251F2C75541789CA2F328066AC1E873B53DE7C75541D49AE66D2A066AC188416041DDC75541423EE8932C066AC1C8A145F2C9C75541EC51B87A2D066AC1A0ABAD64C0C75541840D4FED2D066AC1B8D1009AB6C75541BC9690FB2D066AC1E0361A38B4C75541,0101000020110F0000DF8D9AC415066AC17FA4F10F30C85541,2014-12-03 09:52:00-08,2014-12-04 15:15:00-08,-122.5656895,45.55936563,,,ODOT,,"[2014-12-03,2014-12-04)",640177,128
1141,4,23.41,Columbia (2R025) to SB I-205,1.365,,3105,4,1.365,22.545,23.91,469,,0102000020110F0000130000004260E5F6B6056AC1806ABC40F7C85541643BDF29C6056AC190976E72D6C855419ECDAAE3E5056AC1683BDF2396C855415305A34AEC056AC1F87E6AA089C85541E63FA43FFB056AC1F00DBE946BC855419B559F0FFF056AC158423EEC63C8554116FBCB6806066AC1682BF69353C85541226C78900E066AC1489D802242C85541EE5A42F413066AC16819E23834C85541F1F44A1118066AC17858A88528C855417CF2B06C1C066AC1483789051BC85541C876BE7120066AC130D49A7E0DC85541AE47E13C27066AC148477251F2C75541789CA2F328066AC1E873B53DE7C75541D49AE66D2A066AC188416041DDC75541423EE8932C066AC1C8A145F2C9C75541EC51B87A2D066AC1A0ABAD64C0C75541840D4FED2D066AC1B8D1009AB6C75541BC9690FB2D066AC1E0361A38B4C75541,0101000020110F0000DF8D9AC415066AC17FA4F10F30C85541,2014-12-02 16:25:20-08,2014-12-03 09:52:00-08,-122.5656895,45.55936563,,,ODOT,,"[2014-12-02,2014-12-03)",640009,128
3122,6,4.09,SB I-5 (2DS011) to SB I-405 MP4.09,1.435,,1119,2,1.435,3.155,4.59,253,,0102000020110F0000250000004E3FC47C970C6AC198E9AEBA98C4554195E8A73F640C6AC1005F91E911C55541AB7DE0B2470C6AC1D6E953CA51C555415333A805410C6AC14123375361C5554157954031340C6AC1B8ECB72C7FC55541D26A8CE72C0C6AC135DFFFFC91C555419D0741D1280C6AC10A6266879CC55541F2EFFA2E250C6AC1B4D4F411A8C5554146BC8D60240C6AC1EDDDEC52ABC555414589CB68230C6AC15C45773AAFC55541FE02052D220C6AC1813825A3B5C555417E614168210C6AC1FC4A5DA1B9C55541A75D14D8200C6AC169A4BD5EBEC555419068A787200C6AC1BFAF0432C4C55541D061CA74200C6AC106F8727ACAC555415CDB75AF200C6AC119E6F8F5CFC5554121966016210C6AC152C88DDFD4C5554178DA1F24220C6AC14EDA7EAADCC555411E21DE91230C6AC144D69725E5C55541C545F1B9230C6AC170CDBC13E6C555419ED96527250C6AC1ABB3FD84ECC5554103BE99B7250C6AC1F1456AA1EEC555418757F68D270C6AC150E61D84F5C55541D82962F8290C6AC129649D98FDC555413094E6252D0C6AC1D68890AA08C65541BBDFB800300C6AC16C537FE611C6554191B54FD7310C6AC1DD31683618C655418C8C7BAF340C6AC16605452023C65541B054154D370C6AC153F00DAA2DC65541EA95C498380C6AC1A6F2276135C655419FC420E5390C6AC1AEE3294B3DC6554178F323E73A0C6AC10FCB7ED245C655412BF074973B0C6AC1A1D977C54CC6554156DAEC163C0C6AC113AB425454C65541D3054F5D3C0C6AC17CA6D9AE5BC655415B623A613C0C6AC1ADD69C1362C6554137CDB1093B0C6AC1FD5C7C088CC65541,0101000020110F0000D6BE65353C0C6AC1358E4C564AC65541,2014-10-23 13:02:40-07,2014-10-24 13:02:40-07,-122.678837024426,45.5471439745023,,,ODOT,,"[2014-10-23,2014-10-24)",638566,132
3122,6,4.09,SB I-5 (2DS011) to SB I-405 MP4.09,1.435,,1119,2,1.435,3.155,4.59,253,,0102000020110F0000250000004E3FC47C970C6AC198E9AEBA98C4554195E8A73F640C6AC1005F91E911C55541AB7DE0B2470C6AC1D6E953CA51C555415333A805410C6AC14123375361C5554157954031340C6AC1B8ECB72C7FC55541D26A8CE72C0C6AC135DFFFFC91C555419D0741D1280C6AC10A6266879CC55541F2EFFA2E250C6AC1B4D4F411A8C5554146BC8D60240C6AC1EDDDEC52ABC555414589CB68230C6AC15C45773AAFC55541FE02052D220C6AC1813825A3B5C555417E614168210C6AC1FC4A5DA1B9C55541A75D14D8200C6AC169A4BD5EBEC555419068A787200C6AC1BFAF0432C4C55541D061CA74200C6AC106F8727ACAC555415CDB75AF200C6AC119E6F8F5CFC5554121966016210C6AC152C88DDFD4C5554178DA1F24220C6AC14EDA7EAADCC555411E21DE91230C6AC144D69725E5C55541C545F1B9230C6AC170CDBC13E6C555419ED96527250C6AC1ABB3FD84ECC5554103BE99B7250C6AC1F1456AA1EEC555418757F68D270C6AC150E61D84F5C55541D82962F8290C6AC129649D98FDC555413094E6252D0C6AC1D68890AA08C65541BBDFB800300C6AC16C537FE611C6554191B54FD7310C6AC1DD31683618C655418C8C7BAF340C6AC16605452023C65541B054154D370C6AC153F00DAA2DC65541EA95C498380C6AC1A6F2276135C655419FC420E5390C6AC1AEE3294B3DC6554178F323E73A0C6AC10FCB7ED245C655412BF074973B0C6AC1A1D977C54CC6554156DAEC163C0C6AC113AB425454C65541D3054F5D3C0C6AC17CA6D9AE5BC655415B623A613C0C6AC1ADD69C1362C6554137CDB1093B0C6AC1FD5C7C088CC65541,0101000020110F0000D6BE65353C0C6AC1358E4C564AC65541,2015-06-15 11:49:40-07,,-122.678837024426,45.5471439745023,,,ODOT,,"[2015-06-15,)",642338,132
1113,3,3.55,Stafford Rd (2R377) to NB I-205,2.165,,1116,2,2.165,5.215,3.05,213,,0102000020110F00001F0000004A0C0203270E6AC168AA60C424AB5541F8E46109190E6AC16032551C1DAB5541F1F44AF50B0E6AC130BB27CB14AB5541529621FAFC0D6AC1888EE4520AAB554148E17AD2EE0D6AC1004D84F5FFAA5541401361CBE60D6AC1D01951C6F9AA55413108ACEABD0D6AC1C810C7D6D6AA554190C2F5BAB70D6AC170AC8B13D2AA5541547424BD930D6AC1A011A55DB6AA5541F831E6BE710D6AC1B8627F919DAA5541E258175D4C0D6AC1F8EDEBD484AA55411C0DE0F33A0D6AC1B025E4CF7AAA5541E2E995562E0D6AC1E046037873AA5541D34D62A41B0D6AC178029AE868AA55411AE2589F0B0D6AC1803F357A60AA5541F48E5316FC0C6AC160CC5D0359AA5541C898BB2CEB0C6AC1B02E6E9F51AA55418A8EE40ADD0C6AC16891ED044CAA5541EE5A4250D00C6AC178BE9F4648AA5541A5BDC147C40C6AC188EB510C45AA55415452279AB60C6AC148B6F37542AA5541D0B35999A90C6AC16054521741AA55414A7B83FD9E0C6AC1180DE06941AA5541C876BE9B920C6AC168BC74A740AA5541A913D0068B0C6AC1F897DDDF3FAA5541D7A37085810C6AC1901804063FAA5541772D214B760C6AC1002B87863CAA5541B29DEF7D6D0C6AC1604BC83339AA5541D26F5F09650C6AC18004C56F35AA55415B423EB0550C6AC108560E552FAA5541F8E461A74B0C6AC180FB3A5C29AA5541,0101000020110F0000329F7924890D6AC1BF8E447DADAA5541,2012-03-01 00:00:00-08,2014-10-23 13:02:40-07,-122.702763393091,45.3689791673336,,,ODOT,,"[2012-03-01,2014-10-23)",629720,95
1113,3,3.55,Stafford Rd (2R377) to NB I-205,1.715,3100,3102,2,1.715,4.470,2.755,213,,0102000020110F00001F0000004A0C0203270E6AC168AA60C424AB5541F8E46109190E6AC16032551C1DAB5541F1F44AF50B0E6AC130BB27CB14AB5541529621FAFC0D6AC1888EE4520AAB554148E17AD2EE0D6AC1004D84F5FFAA5541401361CBE60D6AC1D01951C6F9AA55413108ACEABD0D6AC1C810C7D6D6AA554190C2F5BAB70D6AC170AC8B13D2AA5541547424BD930D6AC1A011A55DB6AA5541F831E6BE710D6AC1B8627F919DAA5541E258175D4C0D6AC1F8EDEBD484AA55411C0DE0F33A0D6AC1B025E4CF7AAA5541E2E995562E0D6AC1E046037873AA5541D34D62A41B0D6AC178029AE868AA55411AE2589F0B0D6AC1803F357A60AA5541F48E5316FC0C6AC160CC5D0359AA5541C898BB2CEB0C6AC1B02E6E9F51AA55418A8EE40ADD0C6AC16891ED044CAA5541EE5A4250D00C6AC178BE9F4648AA5541A5BDC147C40C6AC188EB510C45AA55415452279AB60C6AC148B6F37542AA5541D0B35999A90C6AC16054521741AA55414A7B83FD9E0C6AC1180DE06941AA5541C876BE9B920C6AC168BC74A740AA5541A913D0068B0C6AC1F897DDDF3FAA5541D7A37085810C6AC1901804063FAA5541772D214B760C6AC1002B87863CAA5541B29DEF7D6D0C6AC1604BC83339AA5541D26F5F09650C6AC18004C56F35AA55415B423EB0550C6AC108560E552FAA5541F8E461A74B0C6AC180FB3A5C29AA5541,0101000020110F0000329F7924890D6AC1BF8E447DADAA5541,2014-10-23 13:02:40-07,2014-10-24 13:02:40-07,-122.702763393091,45.3689791673336,,,ODOT,,"[2014-10-23,2014-10-24)",638834,95
1113,3,3.55,Stafford Rd (2R377) to NB I-205,1.715,3100,3102,2,1.715,4.470,2.755,213,,0102000020110F00001F0000004A0C0203270E6AC168AA60C424AB5541F8E46109190E6AC16032551C1DAB5541F1F44AF50B0E6AC130BB27CB14AB5541529621FAFC0D6AC1888EE4520AAB554148E17AD2EE0D6AC1004D84F5FFAA5541401361CBE60D6AC1D01951C6F9AA55413108ACEABD0D6AC1C810C7D6D6AA554190C2F5BAB70D6AC170AC8B13D2AA5541547424BD930D6AC1A011A55DB6AA5541F831E6BE710D6AC1B8627F919DAA5541E258175D4C0D6AC1F8EDEBD484AA55411C0DE0F33A0D6AC1B025E4CF7AAA5541E2E995562E0D6AC1E046037873AA5541D34D62A41B0D6AC178029AE868AA55411AE2589F0B0D6AC1803F357A60AA5541F48E5316FC0C6AC160CC5D0359AA5541C898BB2CEB0C6AC1B02E6E9F51AA55418A8EE40ADD0C6AC16891ED044CAA5541EE5A4250D00C6AC178BE9F4648AA5541A5BDC147C40C6AC188EB510C45AA55415452279AB60C6AC148B6F37542AA5541D0B35999A90C6AC16054521741AA55414A7B83FD9E0C6AC1180DE06941AA5541C876BE9B920C6AC168BC74A740AA5541A913D0068B0C6AC1F897DDDF3FAA5541D7A37085810C6AC1901804063FAA5541772D214B760C6AC1002B87863CAA5541B29DEF7D6D0C6AC1604BC83339AA5541D26F5F09650C6AC18004C56F35AA55415B423EB0550C6AC108560E552FAA5541F8E461A74B0C6AC180FB3A5C29AA5541,0101000020110F0000329F7924890D6AC1BF8E447DADAA5541,2015-03-10 10:17:20-07,2018-07-02 13:24:20-07,-122.702763393091,45.3689791673336,,,ODOT,,"[2015-03-10,2018-07-02)",641616,95
1111,10,0.45,Wilshire (2R350) to SB OR 217,0.255,1080,3154,3,0.255,0.350,0.605,12,,0102000020110F00000A000000787AA59ADB116AC190A0F869AEBF5541363CBD28E1116AC1285305EBA3BF554160764F52E8116AC1C8B12EE297BF55413411361EF3116AC1B8270FEB86BF5541DA1B7C77FC116AC1E0B5840C78BF5541E4141DCD05126AC1D80968826ABF55414CA60AF00F126AC1E07A14165CBF5541E6D0227718126AC1409B55E34FBF5541DDB584581F126AC1809ECD1645BF55411CEBE22E24126AC1B8AF03333DBF5541,0101000020110F0000CD262C15D7116AC12532224BB8BF5541,2014-04-29 14:01:00-07,,-122.781954572734,45.5048004133477,,,ODOT,,"[2014-04-29,)",631123,274
1111,10,0.45,Wilshire (2R350) to SB OR 217,0.330,1080,5118,3,0.330,0.275,0.605,12,,0102000020110F00000A000000787AA59ADB116AC190A0F869AEBF5541363CBD28E1116AC1285305EBA3BF554160764F52E8116AC1C8B12EE297BF55413411361EF3116AC1B8270FEB86BF5541DA1B7C77FC116AC1E0B5840C78BF5541E4141DCD05126AC1D80968826ABF55414CA60AF00F126AC1E07A14165CBF5541E6D0227718126AC1409B55E34FBF5541DDB584581F126AC1809ECD1645BF55411CEBE22E24126AC1B8AF03333DBF5541,0101000020110F0000CD262C15D7116AC12532224BB8BF5541,2012-03-01 00:00:00-08,2014-04-29 14:01:00-07,-122.781954572734,45.5048004133477,,,ODOT,,"[2012-03-01,2014-04-29)",629582,274
3139,7,10.04,122nd (2DS021) @ EB I-84 MP10.04,2.385,3137,3141,3,2.385,10.755,8.370,286,,0102000020110F0000180000002A1895BA28056AC1F83A70FE54C65541068195ED1D056AC1285C8F8254C65541006F81460F056AC1506210B452C65541A60A46B704056AC1004D841551C65541BEC1178CFA046AC1D0DEE08F4EC655413CDF4F9FE2046AC1B07268E948C6554154742403CA046AC128CB105342C65541250681CDB4046AC1381136043DC65541A2B43774A8046AC110E02D0839C65541AA60548A9D046AC1B0506BAE34C6554144696F088E046AC1B896902F2FC655411CEBE2DE86046AC1A05E29EF2BC65541668863F37C046AC190C2F51827C65541BB270FB968046AC1B025E4E71BC65541D40968EA59046AC118AE47B113C655410AD7A3B845046AC1A0EFA78A08C655415C20417330046AC120B07268FCC55541CBA1459422046AC1B8627F31F5C55541EBE236A216046AC1E0A59B0CEFC555411283C0680B046AC1C8293AAAE9C5554102BC058A00046AC198D40944E5C555411EA7E8BEF4036AC1C854C150E1C5554186C954E5DD036AC1C05296B1D9C555418EE4F28FCB036AC170B51593D3C55541,0101000020110F0000D8F07C439B046AC1147EA24934C65541,2015-02-23 10:02:20-08,,-122.5384882,45.54658911,,,ODOT,,"[2015-02-23,)",640952,157
1148,11,72.21,Zoo (2R387) to EB US 26,0.240,3161,10550,3,0.240,72.430,72.190,142,,0102000020110F000018000000E4F21F24600E6AC11851DA030DC055414D840D4B5C0E6AC1C86D34600AC055411AC05B00560E6AC11083C00606C05541DCD7810B510E6AC1903177ED02C0554102BC05844C0E6AC1C86D346800C055414A0C02A1470E6AC108A39206FEBF5541E258173F410E6AC150499DD8FBBF5541772D21B73B0E6AC10066F794FABF5541E8FBA98D360E6AC128871605FABF55412041F1BB310E6AC190C2F550FABF5541C6DCB5B42B0E6AC1B837F8FAFABF554173D71202260E6AC1E00B93CDFCBF55411DC9E5C5180E6AC1105839BC01C0554108CE19910F0E6AC1F085C9E405C05541AED85FCA010E6AC110D0442C0CC055417CF2B0F6F70D6AC1C064AA0411C055417EAEB6FCF40D6AC1A011A5F112C055411A51DADDF00D6AC120FDF63116C055414A9D806CEC0D6AC1C086A7531BC05541DE0209F0E80D6AC1B0D85F2220C05541772D2115E60D6AC1C0A8A4A224C05541B4EA7389E30D6AC188FD658B29C055411CEBE248E10D6AC11071ACDF2EC0554199BB9692DF0D6AC1D88AFD5133C05541,0101000020110F000075CBAC24330E6AC1A7C3325AF9BF5541,2018-07-02 13:24:20-07,,-122.71498053707,45.506438789394,,,ODOT,,"[2018-07-02,)",652433,244
3139,7,10.04,122nd (2DS021) @ EB I-84 MP10.04,2.385,3137,3141,3,2.385,10.755,8.370,286,,0102000020110F0000180000002A1895BA28056AC1F83A70FE54C65541068195ED1D056AC1285C8F8254C65541006F81460F056AC1506210B452C65541A60A46B704056AC1004D841551C65541BEC1178CFA046AC1D0DEE08F4EC655413CDF4F9FE2046AC1B07268E948C6554154742403CA046AC128CB105342C65541250681CDB4046AC1381136043DC65541A2B43774A8046AC110E02D0839C65541AA60548A9D046AC1B0506BAE34C6554144696F088E046AC1B896902F2FC655411CEBE2DE86046AC1A05E29EF2BC65541668863F37C046AC190C2F51827C65541BB270FB968046AC1B025E4E71BC65541D40968EA59046AC118AE47B113C655410AD7A3B845046AC1A0EFA78A08C655415C20417330046AC120B07268FCC55541CBA1459422046AC1B8627F31F5C55541EBE236A216046AC1E0A59B0CEFC555411283C0680B046AC1C8293AAAE9C5554102BC058A00046AC198D40944E5C555411EA7E8BEF4036AC1C854C150E1C5554186C954E5DD036AC1C05296B1D9C555418EE4F28FCB036AC170B51593D3C55541,0101000020110F0000D8F07C439B046AC1147EA24934C65541,2014-10-23 13:02:40-07,2014-10-24 13:02:40-07,-122.5384882,45.54658911,,,ODOT,,"[2014-10-23,2014-10-24)",638740,157
3127,7,1.21,Holiday ramp (2DS014) @ EB I-84 MP1.21,0.405,1055,1056,3,0.405,1.270,0.865,278,,0102000020110F00000C000000ABCFD594E80A6AC1880D4FAF58C3554134A2B499DF0A6AC1C03099B25FC35541DE938731D20A6AC108AC1CDA69C35541280F0B8DC00A6AC1E83FA48F76C35541D044D8D2AF0A6AC100F7751483C35541FBCBEE15A20A6AC190CB7F748CC35541789CA2499C0A6AC170AC8B6390C35541DBF97EE2990A6AC178029AE091C35541AC8BDBCA960A6AC1A08026CE93C35541508D9774920A6AC1D8F0F4AA95C3554121B072FE880A6AC1088A1F2398C355414872F91F800A6AC120B9FCCF99C35541,0101000020110F0000CB157CE69F0A6AC130AD7D0A8FC35541,2014-10-23 13:02:40-07,2014-10-24 13:02:40-07,-122.6492064,45.52954385,,,ODOT,,"[2014-10-23,2014-10-24)",638599,150
3127,7,1.21,Holiday ramp (2DS014) @ EB I-84 MP1.21,0.405,1055,1056,3,0.405,1.270,0.865,278,,0102000020110F00000C000000ABCFD594E80A6AC1880D4FAF58C3554134A2B499DF0A6AC1C03099B25FC35541DE938731D20A6AC108AC1CDA69C35541280F0B8DC00A6AC1E83FA48F76C35541D044D8D2AF0A6AC100F7751483C35541FBCBEE15A20A6AC190CB7F748CC35541789CA2499C0A6AC170AC8B6390C35541DBF97EE2990A6AC178029AE091C35541AC8BDBCA960A6AC1A08026CE93C35541508D9774920A6AC1D8F0F4AA95C3554121B072FE880A6AC1088A1F2398C355414872F91F800A6AC120B9FCCF99C35541,0101000020110F0000CB157CE69F0A6AC130AD7D0A8FC35541,2014-11-18 13:04:40-08,,-122.6492064,45.52954385,,,ODOT,,"[2014-11-18,)",639430,150
3192,2,287.46,Norwood (2DS052) @ SB I-5 MP287.46,1.655,1040,10668,4,1.655,286.765,288.420,102,,0102000020110F0000180000008AB0E1AD95106AC1A067B39A6DAA554136AB3E999C106AC1801D387F3BAA5541AB3E57D5A2106AC1F87E6A600DAA55413A92CBF5A9106AC190A0F8A1D9A955414AEA040EB4106AC1E861A19692A95541211FF416B9106AC108560EC96DA9554158CA32BABC106AC198438B9C55A95541EA263148C4106AC178E926991FA95541F263CC45C9106AC1302AA957FCA85541D200DE2ACD106AC1D85F763BE1A85541F54A5922D7106AC1A001BCE59AA85541B615FB89DF106AC1B0D85F765FA85541A835CDFFE9106AC1580E2D2614A855419EEFA7FA10116AC170D712F600A75541A7E8486416116AC1C8EEC98FDBA6554155C1A82E19116AC1585227C0C4A655414C3789511B116AC1203867A8B1A65541DA3D79741D116AC118B7D1909EA65541A01A2F751F116AC168B3EA0B8CA65541A4DFBE2821116AC108CE192178A65541F2B050D322116AC108AC1CAA61A6554199BB965A25116AC14060E51C3CA65541E2E9957C27116AC1384547B615A655410C93A9FE27116AC100D578C10BA65541,0101000020110F0000EC0C89F9E2106AC136A519E44CA85541,2022-03-28 13:37:20-07,,-122.7644117,45.3536136,,,ODOT,,"[2022-03-28,)",658930,36
1148,11,72.21,Zoo (2R387) to EB US 26,0.500,3161,3163,3,0.500,72.690,72.190,142,,0102000020110F000018000000E4F21F24600E6AC11851DA030DC055414D840D4B5C0E6AC1C86D34600AC055411AC05B00560E6AC11083C00606C05541DCD7810B510E6AC1903177ED02C0554102BC05844C0E6AC1C86D346800C055414A0C02A1470E6AC108A39206FEBF5541E258173F410E6AC150499DD8FBBF5541772D21B73B0E6AC10066F794FABF5541E8FBA98D360E6AC128871605FABF55412041F1BB310E6AC190C2F550FABF5541C6DCB5B42B0E6AC1B837F8FAFABF554173D71202260E6AC1E00B93CDFCBF55411DC9E5C5180E6AC1105839BC01C0554108CE19910F0E6AC1F085C9E405C05541AED85FCA010E6AC110D0442C0CC055417CF2B0F6F70D6AC1C064AA0411C055417EAEB6FCF40D6AC1A011A5F112C055411A51DADDF00D6AC120FDF63116C055414A9D806CEC0D6AC1C086A7531BC05541DE0209F0E80D6AC1B0D85F2220C05541772D2115E60D6AC1C0A8A4A224C05541B4EA7389E30D6AC188FD658B29C055411CEBE248E10D6AC11071ACDF2EC0554199BB9692DF0D6AC1D88AFD5133C05541,0101000020110F000075CBAC24330E6AC1A7C3325AF9BF5541,2014-10-01 06:30:00-07,2018-07-02 13:24:20-07,-122.71498053707,45.506438789394,,,ODOT,,"[2014-10-01,2018-07-02)",636962,244
